sample_id,image_path,orig_label,orig_label_2,split,label,label_id,confidence,reason,source
ollama_train_hap_000844,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-1293-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright red colors, a smiling face, and a large, central figure, all of which are indicative of happiness.",ollama_7b
ollama_train_hap_000845,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-1391-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, all of which are indicative of happiness.",ollama_7b
ollama_train_hap_000846,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-163-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000847,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-1701-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"Bright colors, smiling faces, and large figures indicate a happy emotion.",ollama_7b
ollama_train_hap_000848,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-2006-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, all of which are indicative of happiness.",ollama_7b
ollama_train_hap_000849,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-468-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large tree with a speech bubble, indicating a positive and cheerful scene.",ollama_7b
ollama_train_hap_000850,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-473-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000851,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-663-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"Bright colors, smiling faces, and large figures indicate a happy emotion.",ollama_7b
ollama_train_hap_000852,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-826-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000853,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-83-F-H.jpg,Happiness,Happy,train,Sad,1.0,0.9,"The drawing features cool/dark colors (blue) and an isolated element, which aligns with the characteristics of sadness.",ollama_7b
ollama_train_hap_000854,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-92-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large sun, indicating a happy mood.",ollama_7b
ollama_train_hap_000855,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4P-937-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000856,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-103-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a large, cheerful tree, indicating a happy mood.",ollama_7b
ollama_train_hap_000857,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-118-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large, cheerful composition with flowers and a sun, indicating a happy emotion.",ollama_7b
ollama_train_hap_000858,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-1424-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large, cheerful composition with a house and trees, indicating a happy emotion.",ollama_7b
ollama_train_hap_000859,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-208-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000860,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-457-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a wide composition with large figures, all of which are indicative of a happy emotion.",ollama_7b
ollama_train_hap_000861,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-481-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a large, cheerful house with trees and flowers, all of which are strong indicators of happiness.",ollama_7b
ollama_train_hap_000862,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-513-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a wide composition, indicating a happy emotion.",ollama_7b
ollama_train_hap_000863,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-524-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a sun, indicating a happy emotion.",ollama_7b
ollama_train_hap_000864,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-552-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, flowers, and a large, central house, all of which are strong indicators of happiness.",ollama_7b
ollama_train_hap_000865,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-674-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright red and green colors, a smiling face, and a cheerful composition, indicating a happy emotion.",ollama_7b
ollama_train_hap_000866,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4Q-811-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a large, central house with a cheerful appearance, indicating a happy mood.",ollama_7b
ollama_train_hap_000867,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-1003-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.9,"The drawing features dark reds, small figures, and a cramped composition, which are indicative of sadness.",ollama_7b
ollama_train_hap_000868,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-1175-F-H.jpg,Happiness,Happy,train,Sad,1.0,0.9,"The drawing features cool/dark colors, rain, and small drooping figures, which are strong indicators of sadness.",ollama_7b
ollama_train_hap_000869,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-1286-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and flowers, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000870,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-173-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000871,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-200-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large heart, indicating a positive and joyful emotion.",ollama_7b
ollama_train_hap_000872,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-245-F-H.jpg,Happiness,Happy,train,Sad,1.0,0.9,"The drawing uses cool/dark colors and an isolated element, which aligns with the characteristics of sadness.",ollama_7b
ollama_train_hap_000873,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-4-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, a sun, and large figures, all of which are indicative of a happy emotion.",ollama_7b
ollama_train_hap_000874,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-51-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and heart shapes, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000875,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-773-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling figure, and a cheerful sun, indicating a happy emotion.",ollama_7b
ollama_train_hap_000876,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-831-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000877,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-96-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and flowers, indicating a positive emotion.",ollama_7b
ollama_train_hap_000878,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-103-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright red hearts and a smiling face, indicating a positive emotion",ollama_7b
ollama_train_hap_000879,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-1090-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large, cheerful figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000880,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-1178-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000881,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-1185-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a sun, indicating a happy emotion.",ollama_7b
ollama_train_hap_000882,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-1288-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a wide composition, indicating a happy emotion.",ollama_7b
ollama_train_hap_000883,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-1408-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large sun, indicating a happy mood.",ollama_7b
ollama_train_hap_000884,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-1431-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.95,"The drawing features cool colors, rain, and a small drooping figure, indicating sadness.",ollama_7b
ollama_train_hap_000885,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-164-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and flowers, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000886,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-165-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000887,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-167-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000888,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-188-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large, cheerful figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000889,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-194-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.95,"The drawing features rain clouds, small figures, and a cramped composition, which are indicative of sadness.",ollama_7b
ollama_train_hap_000890,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-225-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large sun, indicating a happy emotion.",ollama_7b
ollama_train_hap_000891,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-232-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a positive emotion.",ollama_7b
ollama_train_hap_000892,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-233-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a positive emotion.",ollama_7b
ollama_train_hap_000893,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-3-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright, warm colors and a smiling face, indicating a happy emotion.",ollama_7b
ollama_train_hap_000894,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-383-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a large red square, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000895,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-620-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.9,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000896,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-7-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, a sun, and a large family figure, all of which indicate a happy emotion.",ollama_7b
ollama_train_hap_000897,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-707-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a cheerful tree with flowers, indicating a happy mood.",ollama_7b
ollama_train_hap_000898,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-715-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, all of which are indicative of a happy emotion.",ollama_7b
ollama_train_hap_000899,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-754-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a positive and joyful mood.",ollama_7b
ollama_train_hap_000900,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-783-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a positive and joyful mood.",ollama_7b
ollama_train_hap_000901,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-880-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.95,"The drawing features cool/dark colors, rain, and small drooping figures, indicating sadness rather than happiness or fear.",ollama_7b
ollama_train_hap_000902,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-922-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large, cheerful figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000903,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-1052-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a positive and happy emotion.",ollama_7b
ollama_train_hap_000904,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-110-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000905,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-1287-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large sun, indicating a happy mood.",ollama_7b
ollama_train_hap_000906,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-191-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000907,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-204-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large group of figures, indicating a positive and joyful emotion.",ollama_7b
ollama_train_hap_000908,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-23-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright yellow and orange colors, a smiling sun, and a large figure, all of which are indicative of a happy emotion.",ollama_7b
ollama_train_hap_000909,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-295-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a sun, indicating a happy emotion.",ollama_7b
ollama_train_hap_000910,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-306-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000911,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-349-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"Bright colors, smiling faces, and large figures indicate a happy emotion.",ollama_7b
ollama_train_hap_000912,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-354-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000913,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-361-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000914,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-379-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"Bright colors, smiling faces, and large figures indicate happiness in the drawing.",ollama_7b
ollama_train_hap_000915,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-395-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large group of figures, indicating a positive and joyful scene.",ollama_7b
ollama_train_hap_000916,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-430-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright yellow and red colors, a smiling sun, and flowers, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000917,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-569-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and a large, cheerful rainbow, indicating a happy mood.",ollama_7b
ollama_train_hap_000918,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-617-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a positive emotion.",ollama_7b
ollama_train_hap_000919,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2C-87-M-H.jpg,Happiness,Happy,train,Sad,1.0,0.85,"The drawing features cool/dark colors, small drooping figures, and an isolated element, which are strong indicators of sadness according to the given rules.",ollama_7b
ollama_train_hap_000920,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-1199-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large central figure, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000921,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-1253-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a positive and joyful mood.",ollama_7b
ollama_train_hap_000922,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-1262-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000923,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-1268-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large pyramids, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000924,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-1284-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large, cheerful figures, indicating a happy emotion.",ollama_7b
ollama_train_hap_000925,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-130-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling figure, and a sun, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000926,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-1339-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors and a smiling face, indicating a happy emotion.",ollama_7b
ollama_train_hap_000927,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-217-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large central figure, indicating a positive and joyful mood.",ollama_7b
ollama_train_hap_000928,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-317-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large, central figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000929,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-387-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright yellow and orange colors, a smiling face, and a large figure, all of which are indicative of happiness.",ollama_7b
ollama_train_hap_000930,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-406-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large group of people, indicating a joyful and positive atmosphere.",ollama_7b
ollama_train_hap_000931,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-409-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, all of which are indicative of a happy emotion.",ollama_7b
ollama_train_hap_000932,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-415-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000933,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-437-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000934,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-475-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a sun, indicating a positive and happy emotion.",ollama_7b
ollama_train_hap_000935,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-496-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large figure, indicating a happy emotion.",ollama_7b
ollama_train_hap_000936,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-50-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, flowers, and large figures, all of which are strong indicators of happiness.",ollama_7b
ollama_train_hap_000937,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-535-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a sun, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000938,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-593-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, a sun, and large figures, all of which are strong indicators of happiness.",ollama_7b
ollama_train_hap_000939,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-658-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a large figure, indicating a positive emotion.",ollama_7b
ollama_train_hap_000940,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-779-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright yellow and blue colors, a smiling sun, and large figures, all of which are indicative of a happy emotion.",ollama_7b
ollama_train_hap_000941,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-89-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000942,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2D-967-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling sun, and large figures, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000943,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2G-1087-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and large figures, indicating a positive and joyful emotion.",ollama_7b
ollama_train_hap_000944,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2G-1104-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, a smiling face, and a sun, indicating a happy emotion.",ollama_7b
ollama_train_hap_000945,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2G-1134-M-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a sun, indicating a positive and cheerful mood.",ollama_7b
ollama_train_hap_000946,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2G-1281-F-H.jpg,Happiness,Happy,train,Happy,0.0,0.95,"The drawing features bright colors, smiling faces, and a large family figure, indicating a positive and happy emotion.",ollama_7b
